14941776970109	4716677398666,4859764048010,4782908407946,8359006863582
14962079826301	4716677398666,4859764048010,4782908407946,8359006863582
14962143691133	4716677398666,4859764048010,4782908407946,8359006863582
14962181702013	4716677398666,4859764048010,4782908407946,8359006863582
14963591840125	4716677398666,4859764048010,4782908407946,8359006863582
14963640172925	4716677398666,4859764048010,4782908407946,8359006863582
14963663700349	4716677398666,4859764048010,4782908407946,8359006863582
14963691127165	4716677398666,4859764048010,4782908407946,8359006863582
14963709903229	4716677398666,4859764048010,4782908407946,8359006863582
14963729695101	4716677398666,4859764048010,4782908407946,8359006863582
14963828130173	4716677398666,4859764048010,4782908407946,8359006863582
14963841040765	4716677398666,4859764048010,4782908407946,8359006863582
14963847561597	4716677398666,4859764048010,4782908407946,8359006863582
14963854213501	4716677398666,4859764048010,4782908407946,8359006863582
14963858080125	4716677398666,4859764048010,4782908407946,8359006863582
14963869188477	4716677398666,4859764048010,4782908407946,8359006863582
14963881312637	4716677398666,4859764048010,4782908407946,8359006863582
14963892486525	4716677398666,4859764048010,4782908407946,8359006863582
14963903824253	4716677398666,4859764048010,4782908407946,8359006863582
14963961987453	4716677398666,4859764048010,4782908407946,8359006863582
14964082737533	4716677398666,4859764048010,4782908407946,8359006863582
14965873574269	4716677398666,4859764048010,4782908407946,8359006863582
14965892415869	4716677398666,4859764048010,4782908407946,8359006863582
14965909487997	4716677398666,4859764048010,4782908407946,8359006863582
14965928165757	4716677398666,4859764048010,4782908407946,8359006863582
14965941961085	4716677398666,4859764048010,4782908407946,8359006863582
14965990424957	4716677398666,4859764048010,4782908407946,8359006863582
14966097969533	4716677398666,4859764048010,4782908407946,8359006863582
14966129328509	4716677398666,4859764048010,4782908407946,8359006863582
14966220882301	4716677398666,4859764048010,4782908407946,8359006863582
14966238773629	4716677398666,4859764048010,4782908407946,8359006863582
14966292873597	4716677398666,4859764048010,4782908407946,8359006863582
14966312763773	4716677398666,4859764048010,4782908407946,8359006863582
14970138886525	4716677398666,4859764048010,4782908407946,8359006863582
14970164969853	4716677398666,4859764048010,4782908407946,8359006863582
14970189676925	4716677398666,4859764048010,4782908407946,8359006863582
14970315899261	4716677398666,4859764048010,4782908407946,8359006863582
14970340868477	4716677398666,4859764048010,4782908407946,8359006863582
14970364592509	4716677398666,4859764048010,4782908407946,8359006863582
14970395689341	4716677398666,4859764048010,4782908407946,8359006863582
14970634633597	4716677398666,4859764048010,4782908407946,8359006863582
14970657669501	4716677398666,4859764048010,4782908407946,8359006863582
14970680738173	4716677398666,4859764048010,4782908407946,8359006863582
14970902053245	4716677398666,4859764048010,4782908407946,8359006863582
14970920829309	4716677398666,4859764048010,4782908407946,8359006863582
14970936295805	4716677398666,4859764048010,4782908407946,8359006863582
14970958250365	4716677398666,4859764048010,4782908407946,8359006863582
14970978369917	4716677398666,4859764048010,4782908407946,8359006863582
14970996130173	4716677398666,4859764048010,4782908407946,8359006863582
14971012645245	4716677398666,4859764048010,4782908407946,8359006863582
14996307345789	4716677398666,4859764048010,4782908407946,8359006863582
14996343488893	4716677398666,4859764048010,4782908407946,8359006863582
14996456505725	4716677398666,4859764048010,4782908407946,8359006863582
14996511031677	4716677398666,4859764048010,4782908407946,8359006863582
14996538982781	4716677398666,4859764048010,4782908407946,8359006863582
14996672741757	4716677398666,4859764048010,4782908407946,8359006863582
14996746011005	4716677398666,4859764048010,4782908407946,8359006863582
14996774551933	4716677398666,4859764048010,4782908407946,8359006863582
14996826882429	4716677398666,4859764048010,4782908407946,8359006863582
14996850114941	4716677398666,4859764048010,4782908407946,8359006863582
14996876165501	4716677398666,4859764048010,4782908407946,8359006863582
14998746071421	4716677398666,4859764048010,4782908407946,8359006863582
14998782443901	4716677398666,4859764048010,4782908407946,8359006863582
14998800990589	4716677398666,4859764048010,4782908407946,8359006863582
14998874161533	4716677398666,4859764048010,4782908407946,8359006863582
14998911582589	4716677398666,4859764048010,4782908407946,8359006863582
14998945923453	4716677398666,4859764048010,4782908407946,8359006863582
14998966403453	4716677398666,4859764048010,4782908407946,8359006863582
14998983442813	4716677398666,4859764048010,4782908407946,8359006863582
14999010410877	4716677398666,4859764048010,4782908407946,8359006863582
15000985207165	4716677398666,4859764048010,4782908407946,8359006863582
15001017581949	4716677398666,4859764048010,4782908407946,8359006863582
15001066373501	4716677398666,4859764048010,4782908407946,8359006863582
15001081774461	4716677398666,4859764048010,4782908407946,8359006863582
15001108480381	4716677398666,4859764048010,4782908407946,8359006863582
15001120407933	4716677398666,4859764048010,4782908407946,8359006863582
15001138266493	4716677398666,4859764048010,4782908407946,8359006863582
15002667975037	4716677398666,4859764048010,4782908407946,8359006863582
15002686390653	4716677398666,4859764048010,4782908407946,8359006863582
15002701332861	4716677398666,4859764048010,4782908407946,8359006863582
15002712932733	4716677398666,4859764048010,4782908407946,8359006863582
15002726859133	4716677398666,4859764048010,4782908407946,8359006863582
15002737246589	4716677398666,4859764048010,4782908407946,8359006863582
15002755498365	4716677398666,4859764048010,4782908407946,8359006863582
15002779681149	4716677398666,4859764048010,4782908407946,8359006863582
15002790920573	4716677398666,4859764048010,4782908407946,8359006863582
15002817560957	4716677398666,4859764048010,4782908407946,8359006863582
15002842628477	4716677398666,4859764048010,4782908407946,8359006863582
15002855899517	4716677398666,4859764048010,4782908407946,8359006863582
15002872119677	4716677398666,4859764048010,4782908407946,8359006863582
15002904625533	4716677398666,4859764048010,4782908407946,8359006863582
15002945552765	4716677398666,4859764048010,4782908407946,8359006863582
15002976944509	4716677398666,4859764048010,4782908407946,8359006863582
15003009909117	4716677398666,4859764048010,4782908407946,8359006863582
15003064205693	4716677398666,4859764048010,4782908407946,8359006863582
15003089338749	4716677398666,4859764048010,4782908407946,8359006863582
15004996501885	4716677398666,4859764048010,4782908407946,8359006863582
15005016260989	4716677398666,4859764048010,4782908407946,8359006863582
15005028221309	4716677398666,4859764048010,4782908407946,8359006863582
15005041197437	4716677398666,4859764048010,4782908407946,8359006863582
15005276406141	4716677398666,4859764048010,4782908407946,8359006863582
15005302817149	4716677398666,4859764048010,4782908407946,8359006863582
15005337878909	4716677398666,4859764048010,4782908407946,8359006863582
15005366550909	4716677398666,4859764048010,4782908407946,8359006863582
15005400465789	4716677398666,4859764048010,4782908407946,8359006863582
15005417505149	4716677398666,4859764048010,4782908407946,8359006863582
15007945163133	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15008055558525	5981652025494,15011041542525,15010701738365,15010799911293
15008099238269	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15008170213757	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15010159133053	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15010235711869	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15010302001533	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15010419933565	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15010701738365	5981652025494,15011041542525,15010799911293,15008055558525
15010770289021	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15010799911293	5981652025494,15011041542525,15010701738365,15008055558525
15010863317373	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15010946679165	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15011002220925	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15011041542525	5981652025494,15010701738365,15010799911293,15008055558525
15012512334205	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15012534944125	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15012557554045	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15012593336701	5981652025494,15011041542525,15010701738365,15010799911293,15008055558525
15012746002813	4531076628618,15014756876669,15873021346173,15873237254525,15873717895549,15873592623485
15012764352893	4531076628618,15014762152317,15873063158141,15873289224573,15873771241853,15873651442045
15012792828285	4531076628618,15014756876669,15873021346173,15873237254525,15873717895549,15873592623485
15012798595453	4531076628618,15014762152317,15873063158141,15873289224573,15873771241853,15873651442045
15012802134397	4531076628618,15014766543229,15873130758525,15873441726845,15013110645117,15873844674941
15012841161085	4531076628618,15014751895933,15013041242493,15873530134909,15014756876669
15012845224317	4531076628618,15014756876669,15873021346173,15873237254525,15873717895549,15873592623485
15012850401661	4531076628618,15014762152317,15873063158141,15873289224573,15873771241853,15873651442045
15012853809533	4531076628618,15014766543229,15873130758525,15873441726845,15013110645117,15873844674941
15012865900925	4531076628618,15014756876669,15873021346173,15873237254525,15873717895549,15873592623485
15012874649981	4531076628618,15014762152317,15873063158141,15873289224573,15873771241853,15873651442045
15012879303037	4531076628618,15014766543229,15873130758525,15873441726845,15013110645117,15873844674941
15012884119933	4531076628618,15014770770301,15873147601277,15873491992957,15013187060093,15014780666237
15012887331197	4531076628618,15014780666237,15873196491133,15013138760061,15014770770301,15014786793853
15012917477757	4531076628618,15014756876669,15873021346173,15873237254525,15873717895549,15873592623485
15012922458493	4531076628618,15014762152317,15873063158141,15873289224573,15873771241853,15873651442045
15012935532925	4531076628618,15014756876669,15873021346173,15873237254525,15873717895549,15873592623485
15012944707965	4531076628618,15014762152317,15873063158141,15873289224573,15873771241853,15873651442045
