4531031081098	nika-extreme-lift	Bleaching	Bleaching,Final,Nika,Outlet
15924644446589	nika-fairy-silk-deep-conditioner-250	Wash	Care,Conditioner,Fairy Silk,Frizz Free,Nika,Smooth,Trending
15924647985533	nika-fairy-silk-deep-conditioner-500	Wash	Care,Conditioner,Fairy Silk,Frizz Free,Nika,Smooth,Trending
15924654473597	nika-fairy-silk-masque-250	Wash	Care,Fairy Silk,Frizz Free,Mask,Nika,Smooth,Trending
15924662272381	nika-fairy-silk-masque-500	Wash	Care,Fairy Silk,Frizz Free,Mask,Nika,Smooth,Trending
15924632420733	nika-fairy-silk-shampoo-1000	Wash	Care,Fairy Silk,Frizz Free,Nika,Shampoo,Smooth,Trending
15924618756477	nika-fairy-silk-shampoo-250	Wash	Care,Fairy Silk,Frizz Free,Nika,Shampoo,Smooth,Trending
4779014062218	nika-fine-toothed-comb	Tools	Merchandising,Nika,Tools
15924714996093	nika-frozen-blonde-deep-conditioner-250	Wash	Anti-Yellow,Conditioner,Frozen Blonde,Nika
15924720009597	nika-frozen-blonde-deep-conditioner-500	Wash	Anti-Yellow,Conditioner,Frozen Blonde,Nika
15924710277501	nika-frozen-blonde-shampoo-1000	Wash	Anti-Yellow,Frozen Blonde,Nika,Shampoo
15924705067389	nika-frozen-blonde-shampoo-250	Wash	Anti-Yellow,Frozen Blonde,Nika,Shampoo
4716982337674	pin-6	Tools	Merchandising,Nika,Tools
8339286589662	nika-hair-spray	Styling	Hairspray,Nika,Styling Secret,Styling
16008994718077	nika-kimono	Clothing	Clothing,Merchandising,Nika
4782908407946	nika-color-mixer	Tools	Merchandising,Nika,Tools
8664074092766	nika-mousse	Styling	Mousse,Nika,Styling Secret,Styling
16009351332221	nika-paddle-brush	Tools	Merchandising,Nika,Tools
16009841377661	nika-protective-mask	Tools	Merchandising,Nika,Tools
16009186279805	nika-round-brush-25mm	Tools	Merchandising,Nika,Tools
16009170878845	nika-round-brush-32mm	Tools	Merchandising,Nika,Tools
16009123201405	nika-round-brush-45mm	Tools	Merchandising,Nika,Tools
16009089515901	nika-round-brush-53mm	Tools	Merchandising,Nika,Tools
7873518272734	nika-massage-scalp	Tools	Care,Healthy Scalp,Merchandising,Nika,Tools,Trending
16008808628605	nika-shopping-bag	Marketing	Marketing,Merchandising,Nika
16009725706621	nika-spray-bottle	Tools	Merchandising,Nika,Tools
16008789950845	nika-stand-expo	Marketing	Marketing,Merchandising,Nika
8339297796318	nika-styling-wax	Styling	Nika,Styling Secret,Styling,Wax
5062638141578	nika-t-shirt	Clothing	Clothing,Merchandising,Nika
4716924436618	nika-protection-cape	Clothing	Clothing,Merchandising,Nika
16008958148989	nika-treatment-trolley	Marketing	Merchandising,Nika,Tools
4859222360202	nika-turban	Tools	Age Restore,Clothing,Fairy Silk,K-perfection,Merchandising,Nika
16009297920381	nika-vent-brush	Tools	Merchandising,Nika,Tools
15875403874685	no-glow-yellow-mask-1000	Wash	Anti-Yellow,Care,Code Zero,Essential,Mask
15875405087101	no-glow-yellow-mask-300	Wash	Anti-Yellow,Care,Code Zero,Essential,Mask
15875401023869	no-glow-yellow-shampoo-1000	Wash	Anti-Yellow,Care,Code Zero,Essential,Shampoo
15875402465661	no-glow-yellow-shampoo-300	Wash	Anti-Yellow,Care,Code Zero,Essential,Shampoo
4740189978762	oxidizer	Oxidizer	Code Zero,Oxidizer,Vibrant
8359156482270	perfect-color-care-duo	Bundle	Code Zero,Coloured,Conditioner,Essential,Kit,Promo,Shampoo
15292222898557	pretty-crystal-serum	Treatment	Care,Edelstein,Finish,Outlet,Protection,Reconstruction,Split Ends,Spray,Treatment
15292128559485	prickly-pear-oil-sample	Marketing	Edelstein,Sample
15693648167293	puff-up-root-body-powder	Styling	Code Zero,Styling,Volumizing
15924692582781	pure-keratin-deep-conditioner-250	Wash	Care,Conditioner,K-perfection,Keratin,Nika,Reconstruction
15924695794045	pure-keratin-deep-conditioner-500	Wash	Care,Conditioner,K-perfection,Keratin,Nika,Reconstruction
15924681605501	pure-keratin-shampoo-1000	Wash	Care,K-perfection,Keratin,Nika,Reconstruction,Shampoo
15924677149053	pure-keratin-shampoo-250	Wash	Care,K-perfection,Keratin,Nika,Reconstruction,Shampoo
15827419234685	pure-verve-molecular-kit	Bundle	Care,Code Zero,Kit,Pro,Pure Verve,Reconstruction,Treatment
15693508739453	pure-verve-revitalize-elixir-no2	Treatment	Care,Code Zero,Pure Verve,Reconstruction,Treatment
15693571064189	pure-verve-revitalize-mask-no4	Wash	Care,Code Zero,Mask,Pure Verve,Reconstruction
15693562904957	clichair-pure-verve-revitalize-moleculix-no3	Treatment	Care,Code Zero,Pure Verve,Reconstruction,Treatment
15693507461501	clichair-pure-verve-shampoo-no1	Wash	Care,Code Zero,Pure Verve,Reconstruction,Shampoo
6124508610710	nika-radiance	Treatment	Age Restore,Care,Hydration,Nika,Treatment
8057116360926	reconstructive-fluid	Care	Care,Edelstein,Keratin,Reconstructive,Serum,Spray,Trending
15875286958461	reconstructive-mask-175	Wash	Care,Edelstein,Keratin,Mask,Reconstructive
15875286925693	reconstructive-mask-500	Wash	Care,Edelstein,Keratin,Mask,Reconstructive
15849877569917	reconstructive-ritual-inside	Bundle	Care,cliCHair,Edelstein,Hydration,Reconstructive,Repair,Routine,Trending
8463100870878	reconstructive-sample	Marketing	Edelstein,Sample
15875098476925	reconstructive-shampoo-250	Wash	Care,Edelstein,Keratin,Reconstructive,Shampoo,Trending
15875098018173	reconstructive-shampoo-750	Wash	Care,Edelstein,Keratin,Reconstructive,Shampoo
8057122062558	reconstructive-treatment	Treatment	Care,Edelstein,Keratin,Pro,Reconstructive,Treatment
15848605319549	regeneration-ritual	Bundle	Aloe Vera,Argan,Care,cliCHair,Edelstein,Essential,Hydration,Keratin,Regeneration,Routine
15875035627901	regeneration-therapy-mask-175	Wash	Aloe Vera,Care,Edelstein,Keratin,Mask,Regeneration
15875034055037	regeneration-therapy-mask-500	Wash	Aloe Vera,Care,Edelstein,Keratin,Mask,Regeneration
15848755888509	regeneration-therapy-master-kit	Bundle	Aloe Vera,Argan,Care,cliCHair,Edelstein,Hydration,Keratin,Kit,Pro,Regeneration
8057159712990	regeneration-therapy-sample	Marketing	Edelstein,Sample
15874988048765	regeneration-therapy-shampoo-250	Wash	Aloe Vera,Care,Edelstein,Keratin,Regeneration,Shampoo,Trending
15874871722365	regeneration-therapy-shampoo-750	Wash	Aloe Vera,Care,Edelstein,Keratin,Regeneration,Shampoo
8057129828574	regeneration-therapy-treatment	Treatment	Aloe Vera,Care,Edelstein,Keratin,Pro,Regeneration,Treatment
7965850927326	remov-up	Skin Stain Remover	Body,Coloured,Edelstein,Essential,Sanitizing,Stain Remover
4778870014090	nika-resale-bag-1	Marketing	Marketing,Merchandising,Nika
4859041775754	code-zero-resale-bag	Marketing	Code Zero,Marketing
8051745259742	inej-resale-bag	Marketing	Code Zero,Marketing
7981935395038	nika-riviera-breeze-kit	Treatment	Nika,Riviera Breeze
4746332536970	salt-sand	Styling	Code Zero,Curly,Sea Salt,Spray,Styling,Trending,Volumizing
4389326848138	nika-shimmer	Care	Care,Fairy Silk,Frizz Free,Nika,Smooth,Trending
4778845208714	small-brush-color	Tools	Code Zero,Tools
4787039174794	stabilizer	Wash	Code Zero,Coloured,Cuticle,Essential,Gems,Shampoo
4860515123338	remover	Skin Stain Remover	Edelstein,Final,Outlet,Stain Remover
7965893394654	sweet-almonds-shampoo	Wash	Edelstein,Outlet,Shampoo
4778555932810	tech-brush-color	Tools	Code Zero,Tools
14933939028349	texture-fluid	Styling	Nika,Styling Secret,Styling,Volumizing
7710439211230	nika-total-balance-shampoo	Wash	Care,Dandruff,Healthy Scalp,Nika,Oily,Shampoo,Trending
7710224023774	nika-total-balance-treatment	Treatment	Care,Dandruff,Healthy Scalp,Nika,Oily,Treatment,Trending
14933921005949	twisting-fluid	Styling	Curly,Nika,Styling Secret,Styling
7431737540830	nika-ultimate	Treatment	Care,K-perfection,Keratin,Nika,Reconstruction,Treatment
8475372093662	volume-up	Styling	Edelstein,Mousse,Styling,Trending,Volumizing
15292115681661	volume-up-shampoo	Wash	Edelstein,Outlet,Shampoo,Volume Up,Volumizing
15292121252221	volume-up-spray	Care	Care,Edelstein,Outlet,Spray,Volume Up,Volumizing
8335793094878	xflex-after-shave-classic	After Shave	After Shave,Edelstein,Face,Outlet,Xflex
14945262076285	xflex-after-shave-amber	After Shave	After Shave,Edelstein,Face,Outlet,Xflex
14945278787965	xflex-after-shave-freshman	After Shave	After Shave,Edelstein,Face,Outlet,Xflex
8336009691358	xflex-after-shave-refreshing	After Shave	After Shave,Edelstein,Face,Outlet,Trending,Xflex
14945289634173	xflex-after-shave-green-splash	After Shave	After Shave,Edelstein,Face,Outlet,Xflex
8336127918302	xflex-after-shave-sensitive	After Shave	After Shave,Edelstein,Face,Outlet,Xflex
14947684811133	xflex-amber-hair-gel	Styling	Edelstein,Gel,Outlet,Styling,Xflex
8165634080990	xflex-anti-dandruff-shampoo	Wash	Dandruff,Edelstein,Outlet,Shampoo,Xflex
14947821093245	xflex-aquae-hair-gel	Styling	Edelstein,Gel,Outlet,Styling,Xflex
8165164024030	xflex-atomizer	Tools	After Shave,Edelstein,Face,Tools,Xflex
8164805705950	xflex-beard-oil	Beard	Beard,Edelstein,Face,Outlet,Serum,Xflex
8164819337438	xflex-beard-shampoo	Beard	Beard,Edelstein,Face,Outlet,Shampoo,Trending,Xflex
8163575726302	xflex-black-gel-grey-coverage-clichair	Styling	Edelstein,Gel,Styling,Xflex
14947802481021	xflex-coolstyle-hair-gel	Styling	Edelstein,Gel,Outlet,Styling,Xflex
14945380335997	xflex-cremagel-after-shave-antiage	After Shave	After Shave,Edelstein,Face,Outlet,Xflex
14945353826685	xflex-cremagel-after-shave-ghiaccio	After Shave	After Shave,Edelstein,Face,Outlet,Trending,Xflex
14945333412221	xflex-cremagel-after-shave-sensitive	After Shave	After Shave,Edelstein,Face,Outlet,Xflex
8164755931358	xflex-d-panthenol-blue	Care	Anti-Yellow,Care,Edelstein,Lotion,Outlet,Xflex
